numprocesso;ano;modalidade;numcontrato;anocontrato;orgao
45;2023;Pregão Eletrônico;907;2023;PRPREV - Serviço Social Autônomo PARANAPREVIDENCIA
45;2023;Pregão Eletrônico;930;2023;PRPREV - Serviço Social Autônomo PARANAPREVIDENCIA
45;2023;Pregão Eletrônico;1685;2023;PRPREV - Serviço Social Autônomo PARANAPREVIDENCIA
46;2023;Pregão Eletrônico;4640;2023;PMPR-COGER - Corregedoria-Geral da Polícia Militar do Estado do Paraná - SESP
49;2023;Pregão Eletrônico;817;2023;PRPREV - Serviço Social Autônomo PARANAPREVIDENCIA
50;2023;Pregão Eletrônico;3539;2023;ESPC - Escola Superior da Polícia Civil - SESP
50;2023;Pregão Eletrônico;6125;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
50;2023;Pregão Eletrônico;6961;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
50;2023;Pregão Eletrônico;3741;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
51;2023;Pregão Eletrônico;1294;2023;TCEPR - Tribunal do Contas do Estado do Paraná
52;2023;Pregão Eletrônico;5681;2023;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;5685;2023;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;6147;2023;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;6148;2023;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;6169;2023;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;6172;2023;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;6915;2023;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;6934;2023;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;6941;2023;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;6951;2023;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;484;2024;SEIA - Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI)
52;2023;Pregão Eletrônico;587;2024;SEIA - Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI)
52;2023;Pregão Eletrônico;4771;2024;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;5263;2024;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;5266;2024;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;6002;2024;SEED - Secretaria de Estado da Educação
52;2023;Pregão Eletrônico;6044;2024;SEED - Secretaria de Estado da Educação
53;2023;Pregão Eletrônico;4587;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
53;2023;Pregão Eletrônico;4588;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
53;2023;Pregão Eletrônico;4589;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
53;2023;Pregão Eletrônico;4590;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
53;2023;Pregão Eletrônico;1218;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
53;2023;Pregão Eletrônico;1219;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
53;2023;Pregão Eletrônico;1221;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
53;2023;Pregão Eletrônico;1224;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
53;2023;Pregão Eletrônico;1225;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
53;2023;Pregão Eletrônico;1226;2024;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
53;2023;Pregão Eletrônico;3080;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
54;2023;Pregão Eletrônico;4037;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
54;2023;Pregão Eletrônico;4038;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
54;2023;Pregão Eletrônico;4039;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
54;2023;Pregão Eletrônico;4040;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
54;2023;Pregão Eletrônico;4041;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
54;2023;Pregão Eletrônico;6052;2023;DEPPEN - Departamento de Polícia Penal - SESP (Antigo DEPEN)
54;2023;Pregão Eletrônico;1841;2024;DER - Departamento de Estradas de Rodagem do Estado do Paraná
57;2023;Pregão Eletrônico;1133;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
57;2023;Pregão Eletrônico;1134;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
57;2023;Pregão Eletrônico;1135;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
58;2023;Pregão Eletrônico;1733;2024;APPA - Administração dos Portos de Paranaguá e Antonina
59;2023;Pregão Eletrônico;1541;2023;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
61;2023;Pregão Eletrônico;2059;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
62;2023;Pregão Eletrônico;2859;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
63;2023;Pregão Eletrônico;1713;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
68;2023;Pregão Eletrônico;2304;2024;UEM - Universidade Estadual de Maringá
69;2023;Pregão Eletrônico;1839;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
69;2023;Pregão Eletrônico;1888;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
69;2023;Pregão Eletrônico;1889;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
70;2023;Pregão Eletrônico;1131;2023;CASA MILITAR - Casa Militar do Estado do Paraná
71;2023;Pregão Eletrônico;2229;2023;CELEPAR - Companhia de Tecnologia da Informação e Comunicação do Paraná
71;2023;Pregão Eletrônico;3192;2023;CCTG - Centro Cultural Teatro Guaira
72;2023;Pregão Eletrônico;1778;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
72;2023;Pregão Eletrônico;1780;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
72;2023;Pregão Eletrônico;1781;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
72;2023;Pregão Eletrônico;1783;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
73;2023;Pregão Eletrônico;2018;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2019;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2020;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2021;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2024;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2025;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2026;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2027;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2028;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2029;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2030;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2031;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2032;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2033;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2035;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2036;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2068;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2069;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2070;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2072;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2073;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2076;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2077;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2079;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2080;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2082;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2083;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2084;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2085;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2086;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2088;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2089;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2889;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2891;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2892;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2897;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2901;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;3035;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;3037;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;3044;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;3045;2023;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;5245;2023;CEP - Colégio Estadual do Paraná
73;2023;Pregão Eletrônico;2313;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2314;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2315;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2317;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2320;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2324;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2325;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2326;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2327;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2328;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2332;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2346;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2352;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2366;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2367;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2368;2024;PRESP - Paraná Esporte (Antigo IPCE)
73;2023;Pregão Eletrônico;2679;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2691;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2692;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2723;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2729;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2737;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2738;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2739;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2741;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2742;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2744;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2745;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2746;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2749;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2750;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2751;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2752;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2754;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2755;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2756;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2758;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2769;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2771;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2772;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2773;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2774;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2803;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2806;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2808;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2814;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2816;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2817;2024;SEES - Secretaria de Estado do Esporte
73;2023;Pregão Eletrônico;2818;2024;SEES - Secretaria de Estado do Esporte
74;2023;Pregão Eletrônico;1532;2023;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;3907;2023;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;3918;2023;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;4301;2023;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;4325;2023;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;5287;2023;SEEC - Secretaria de Estado da Cultura (Antigo SECC)
74;2023;Pregão Eletrônico;5428;2023;SEAB - Secretaria de Estado da Agricultura e do Abastecimento
74;2023;Pregão Eletrônico;5928;2023;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;905;2024;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;1630;2024;SEMIPI - Secretaria de Estado da Mulher, Igualdade Racial e Pessoa Idosa
74;2023;Pregão Eletrônico;2196;2024;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;2198;2024;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;2205;2024;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;2206;2024;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;3290;2024;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;3300;2024;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;3642;2024;PMPR-BPRV - Batalhão de Polícia Rodoviária - SESP
74;2023;Pregão Eletrônico;3750;2024;SEED - Secretaria de Estado da Educação
74;2023;Pregão Eletrônico;3787;2024;IAT - Instituto Água e Terra (Antigo IAP)
74;2023;Pregão Eletrônico;3794;2024;SEED - Secretaria de Estado da Educação
76;2023;Pregão Eletrônico;1795;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
77;2023;Pregão Eletrônico;4083;2023;ESPC - Escola Superior da Polícia Civil - SESP
77;2023;Pregão Eletrônico;5927;2023;CASA MILITAR - Casa Militar do Estado do Paraná
77;2023;Pregão Eletrônico;2417;2024;UEPG - Universidade Estadual de Ponta Grossa
79;2023;Pregão Eletrônico;2646;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
79;2023;Pregão Eletrônico;2647;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
80;2023;Pregão Eletrônico;2006;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
80;2023;Pregão Eletrônico;2007;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
80;2023;Pregão Eletrônico;2009;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
80;2023;Pregão Eletrônico;2012;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
81;2023;Pregão Eletrônico;1794;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
82;2023;Pregão Eletrônico;3896;2023;ESPC - Escola Superior da Polícia Civil - SESP
82;2023;Pregão Eletrônico;6122;2023;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
82;2023;Pregão Eletrônico;2223;2024;UEPG - Universidade Estadual de Ponta Grossa
82;2023;Pregão Eletrônico;2805;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
82;2023;Pregão Eletrônico;3087;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
82;2023;Pregão Eletrônico;3217;2024;CBMPR - Corpo de Bombeiros Militar do Paraná (Antigo PMPR-CCB)
83;2023;Pregão Eletrônico;2167;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
86;2023;Pregão Eletrônico;1696;2023;FUNDEPAR - Instituto Paranaense de Desenvolvimento Educacional
87;2023;Pregão Eletrônico;2739;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
88;2023;Pregão Eletrônico;1319;2023;UNIOESTE HUOP - Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná
89;2023;Pregão Eletrônico;3434;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
89;2023;Pregão Eletrônico;3910;2023;PMPR-HPM - Hospital da Polícia Militar - SESP
91;2023;Pregão Eletrônico;1898;2023;FUNEAS - Fundação Estatal de Atenção em Saúde do Estado do Paraná
