numprocesso,objeto,orgao,adesao_ata_srp-2023__qtd_registros,alteracoes_ata_srp-2023__qtd_registros,contratos-2023__qtd_registros,empresas_participantes-2023__qtd_registros,itens-2023__qtd_registros,lotes-2023__qtd_registros,orgaos_participantes-2023__qtd_registros,publicidade-2023__qtd_registros,anomaly_score,is_anomalous
100,"CONCORRÊNCIA ELETRÔNICA, tipo Maior Desconto, em regime de empreitada por preço unitário, para a Readequação das instalações elétricas no bloco I e II do CPDETCA Centro de Pesquisa, Desenvolvimento e Treinamento Científico Tecnológico em Ciências Agrárias , da Universidade Estadual do Oeste do Paraná  UNIOESTE Campus de Marechal Cândido Rondon-PR",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,3.0,6.0,26.0,4.0,,4.0,-0.16658587839351158,0
101,Reforma do Colegiado de Engenharia Civil,UNIOESTE CASC-Universidade Estadual do Oeste do Paraná - Campus Cascavel,11.0,24.0,39.0,14.0,10.0,15.0,41.0,4.0,-0.0850284739256787,0
102,"Construção do Centro de Pesquisa para Avaliação da Produção Nutricional de Leitões, da Universidade Estadual do Oeste do Paraná  UNIOESTE Campus de Marechal Cândido Rondon",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,2.0,2.0,4.0,3.0,3.0,1.0,2.0,-0.18000299183999297,0
103,Reforma Laboratório de Gaseificação,UNIOESTE CASC-Universidade Estadual do Oeste do Paraná - Campus Cascavel,,,2.0,2.0,6.0,3.0,,4.0,-0.17591262988618583,0
104,"Contratação de empresa de engenharia para Elaboração de Projeto de Instalações Elétricas e de Lógica, Projeto Técnico de Prevenção a Incêndios e Desastres PTPID, para o DER - Escritório Regional Entre Rios, com área de 2.000,45 m2 dois mil metros quadrados e quarenta e cinco decímetros quadrados, situado à Av. Lindolfo Monteiro, n 1.081, Cruzeiro do Oeste, Pr.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,57.0,,3.0,18.0,312.0,22.0,1080.0,4.0,-0.009273690650151822,0
105,"Empreitada por preço unitário, para a construção do Edifício da Central de Abastecimento Farmacêutico, Almoxarifado e Transportes do HUOP, da Universidade Estadual do Oeste do Paraná - UNIOESTE",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,2.0,2.0,2.0,2.0,2.0,1.0,-0.12493280806195206,0
106,"Empreitada por preço unitário, para a reforma do Instituto de Clínicas da Universidade Estadual do Oeste do Paraná - UNIOESTE Campus de Cascavel",UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria,,,1.0,7.0,9.0,9.0,,1.0,-0.1593073780793568,0
108,"Contratação de empresa especializada em fornecimento de materiais e mão de obra para a execução da conclusão do bloco S40  - Centro de Reabilitação Física e Mental, com área de 462,85 metros quadrados, localizada na Av. Mandacaru n. 1590 - CEP 87083-240, no município de Maringá-PR",UEM-Universidade Estadual de Maringá,,,2.0,2.0,4.0,4.0,,3.0,-0.16634208703010311,0
109,"Contratação de empresa especializada para execução do serviço de reformas e manutenções das coberturas - telhados e beirais - dos blocos E78, G80 e G90no campus sede da UEM, com área total das coberturas, incluso os beirais, de 3.667,51 metros quadrados. A obra compreenderá a substituição de 60 metros quadrados de telhas, 12m de cumeeiras, 20m decalhas e rufos, 10 metros quadrados de placas de fibrocimento, 540 metros quadrados de forro de PVC, 820m de acabamentos em PVC, 1938 unidades de passarinheira e 60 unidades de quadros de tela galvanizada hexagonal -1,00mx0,40m. O serviço está localizado no campus-sede da UEM na Av. Colombo n. 5790 no município de Maringá-PR - CEP 87020-900, Paraná",UEM-Universidade Estadual de Maringá,,,1.0,1.0,1.0,1.0,,1.0,-0.16573996628656962,0
110,Contratação de empresa de engenharia para execução da obra de Construção da Central de Laboratórios do Campus de Jacarezinho.,UENP-Universidade Estadual do Norte do Paraná,,33.0,1.0,34.0,47.0,54.0,46.0,2.0,-0.0715814063970977,0
111,Contratação de empresa de engenharia para execução de Construções e Reformas de infraestruturas esportivas na UENP - Divididas em 09 Lotes.,UENP-Universidade Estadual do Norte do Paraná,15.0,7.0,10.0,15.0,19.0,17.0,9.0,2.0,-0.14660598839385902,0
112,"Contratação de empresa de engenharia para execução da construção do reservatório elevado, sua base, bomba, acessórios e tubulações no Campus Cornélio Procópio.",UENP-Universidade Estadual do Norte do Paraná,,,2.0,2.0,6.0,6.0,,1.0,-0.14778856042727145,0
113,"Contratação de empresa especializada de engenharia para execução da obra de reforma/ampliação/melhoria, do Bloco S37 - Central de Resíduos de Serviços de Saúde com área de 211,46 m2 e execução de 04 Abrigos Temporários de Resíduos de Serviços de Saúde no Hospital Universitário Regional de Maringá, com área de cada Abrigo Temporário de - 12,81 m2, 9,40 m2, 12,81 m2 e 8,80 m2, respectivamente, Abrigos Temporários 01, 02, 03 e 04, totalizando 43,82 m2",UEM-Universidade Estadual de Maringá,,,2.0,2.0,5.0,5.0,,,-0.18014224797296324,0
114,"Contratação de empresa de engenharia para execução de reforma no prédio central do Campus de Bandeirantes, visando a implantação da Central de Pos-Graduacao.",UENP-Universidade Estadual do Norte do Paraná,,1.0,3.0,7.0,17.0,7.0,1.0,1.0,-0.15528305255465225,0
115,"Contratação de empresa para execução de obra de restauro do Monumento Rodoviário Poty Lazzarotto, localizado no Entroncamento da PRC 280, Trevo da CODAPAR, no município de Palmas, Paraná.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,3.0,3.0,6.0,6.0,,7.0,-0.16952963173685948,0
116,Reforma visando a Adaptação e Adequação de Infraestrutura para acessibilidade e inclusão na UNIOESTE  Campus de Francisco Beltrão.,UNIOESTE FBELT-Universidade Estadual do Oeste do Paraná - Campus Francisco Beltrão,98.0,15.0,79.0,8.0,19.0,8.0,469.0,5.0,0.04165398933408626,1
118,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura, para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra da Unidade Nova Escolar Jardim dos Pássaros, sito à Rua Tucano, esquina com a Rua Sônia Bodziak, bairro Capela Velha, fone do NRE Área Metropolitana Sul 41 3277-7353, no Município de Araucária, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,1.0,2.0,2.0,6.0,7.0,7.0,2.0,3.0,-0.16897503492734856,0
119,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra em sistema construtivo pré-fabricado e modular da Unidade Nova Escolar Gralha Azul, situado na Rua Antônio Olavo Branco Martins, s/n, Bairro Contorno, Fone do Núcleo Regional de Ensino NRE de Ponta Grossa 42 3219-5421, no Município de Ponta Grossa, no Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,10.0,1.0,7.0,9.0,9.0,10.0,1.0,-0.14306436721334076,0
120,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra da Unidade Nova Escolar Pinheirinho, sito à Rua Pedro Nardi e Avenida Maripá, lote 451, quadra 46, fone do NRE de Toledo 45 3379-7200, no município de Toledo, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,35.0,35.0,6.0,2.0,-0.047756297975730166,0
121,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura, para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra de Ampliação do Colégio Estadual Nossa Senhora das Graças, sito à Rua Rene Gomes, s/n, Jardim Atlanta, fone 42 3236-1729, no Município de Ponta Grossa, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,2.0,2.0,2.0,2.0,,4.0,-0.16393133319222647,0
122,"Contratação Integrada de empresa especializada em engenharia e/ou arquitetura, para elaboração de projetos básico, legal e executivo de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built e execução da obra de Ampliação do Colégio Estadual Jorge Schimmelpfeng, sito à Avenida Por do Sol, 1855, Conjunto Libra, fone 45 3525-3244, no Município de Foz do Iguaçu, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,6.0,23.0,35.0,35.0,,7.0,-0.10647410395851037,0
123,"Contratacao de empresa especializada para elaboracao de Projeto Basico e Executivo de Arquitetura e Engenharia com area de aproximadamente 1.545,48 m2 e Execucao da Obra de Ampliacao e Reforma do Parque Estadual da Ilha das Cobras com aproximadamente 1.545,48 m2, na Ilha das Cobras, município de Paranagua, Parana",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,2.0,5.0,4.0,6.0,,5.0,-0.17796727361896514,0
125,"A presente licitação tem por objeto o Registro de Preços, por um período de 1 ano, podendo ser prorrogado por igual período, para futura e eventual contratação de empresa especializada para o fornecimento de até 196 cento e noventa e seis módulos de sala de múltiplo uso, com sistema de construção ecológico em woodframe, a serem instalados em unidades da rede estadual pública de ensino em municípios do Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,2.0,8.0,7.0,7.0,6.0,-0.15873608366287,0
127,"Contratacao de empresa especializada para execucao de obra de reforma do 1o andar do Edificio Sede da SESP, sito a Rua Cel. Dulcidio n 800, Bairro Batel, Curitiba, Parana",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,8.0,31.0,14.0,29.0,,8.0,-0.1242932427906237,0
129,"Contratação Integrada de Empresa para Elaboração dos Projetos Básico e Executivo e Execução das Obras de Restauração em Whitetopping na PRC- 280, entre Clevelândia e Pato Branco, numa extensão de 37,49 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,3.0,14.0,21.0,21.0,,2.0,-0.01943922004262677,0
130,"CONTRATAÇÃO DE SERVIÇOS TÉCNICOS ESPECIALIZADOS DE ENGENHARIA PARA REFORMA E ADEQUAÇÃO DO LABORATÓRIO DE INFORMÁTICA, LOCALIZADO NO BLOCO J - CCE.",UEL-Universidade Estadual de Londrina,,16.0,7.0,11.0,12.0,14.0,18.0,,-0.10704484815117005,0
131,CONTRATAÇÃO DE EMPRESA PARA MANUTENÇÕES CORRETIVAS E PREVENTIVAS ELÉTRICA NAS INSTALAÇÕES DO MUSEU HISTÓRICO PADRE CARLOS WEISS,UEL-Universidade Estadual de Londrina,,,2.0,5.0,4.0,5.0,,4.0,-0.18193756211057976,0
132,"Contratação de empresa especializada em engenharia de edificações para reforma das galerias 01 e 02, e a reforma hidrossanitária das galerias 3 e 4 do Complexo Médico de Pinhas, localizado à Rua Ivone Pimentel, s/n, bairro Canguiri, no município de Pinhais, Paraná.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,1.0,4.0,16.0,18.0,,4.0,-0.14395161027975234,0
3,"Contratação de empresa para implantação, gestão, operação e manutenção das unidades de atendimento ao Cidadão em Municipios do Estado do Paraná.",DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM),,,6.0,8.0,22.0,22.0,,15.0,0.1553292545654612,1
7,"O objeto desta licitação é a retomada da obra de cobertura da quadra esportiva do Colégio Estadual do Campo Joana Gurski, situado na Avenida Independência, s/n, Rio Verde Acima, fone 41 3642-6229, no Município Araucária, Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,9.0,8.0,29.0,21.0,22.0,22.0,24.0,10.0,-0.042616526376599184,0
8,"O objeto desta licitação é a retomada da obra de cobertura da quadra esportiva do Colégio Estadual Santa Maria, situado na Rua Corruira, s/n, Bairro Santa Maria, fone 42 3229-2888, no Município Ponta Grossa, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,9.0,10.0,11.0,11.0,,9.0,-0.06169093163018752,0
10,"Contratação de empresa especializada e qualificada, para execução de Obra para a ampliação e
adequação do Ambulatório Médico de Especialidades AME",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,8.0,14.0,10.0,19.0,18.0,20.0,13.0,-0.09602927850682763,0
14,"Execução dos serviços para a recuperação do sistema de drenagem na Rodovia PRC-487, no km 182,60, no município de Campo Mourão, conforme especificações contidas no Termo de Referência Anexo 01 do Edital e no Projeto Básico de Engenharia",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,3.0,11.0,22.0,22.0,,16.0,-0.09764228930690716,0
15,"Execução dos serviços de recuperação do sistema de drenagem na Rodovia PR-461, entre o km 27,20 e 27,55, no município de Ângulo, conforme especificações contidas no Termo de Referência, Anexo 01 do Edital e no projeto Básico de Engenharia.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,9.0,11.0,11.0,4.0,11.0,-0.14640132052674765,0
18,Construção do Espaço Ciência Lúdica no Campus Uvaranas da UEPG,UEPG-Universidade Estadual de Ponta Grossa,,,3.0,16.0,33.0,30.0,,9.0,-0.13506951806438994,0
20,"Contratação Integrada de empresa para elaboração dos Projetos Básico e Executivo de engenharia e execução das obras de restauração em Whitetopping na PRC-280, no trecho entre o trevo de acesso leste de Palmas até Clevelândia, numa extensão de 45,00 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,3.0,21.0,51.0,43.0,3.0,6.0,-0.025056257374439006,0
21,"Contratação integrada de empresa para elaboração do projeto básico e executivo e execução das obras de Interseção em desnível na rodovia BR-376/PR, cruzamento com PR-317 e acesso à Avenida João Pereira, no segmento do km 170,7 ao km 172,9 no município de Maringá-PR, numa extensão de 2.174,00 m.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,4.0,8.0,14.0,8.0,9.0,7.0,-0.11801998223313831,0
22,"O objeto desta licitação é a construção da Unidade Nova Escolar Colégio Estadual Agrícola Vila Progresso, situado na Estrada Rural, Lotes 1 e 2, da Quadra 03, Vila Progresso fone do NRE de Goioerê  44 35218650, no Município de Goioerê  Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,60.0,54.0,88.0,184.0,187.0,194.0,813.0,6.0,0.2038850743227837,1
26,"Execução da construção da Sede do Corpo de Bombeiros de Medianeira, com área de 1.843,39 m2, em terreno situado à Rua Mato Grosso, s/nº, no Município de Medianeira, Paraná.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),19.0,34.0,2.0,37.0,39.0,40.0,1054.0,8.0,-0.03014503791272699,0
27,"Contratacao de empresa especializada para a operacao do serviço publico de transporte coletivo aquaviario de passageiros, veiculos e cargas, no trecho que
compreende a Travessia da Baia de Guaratuba, por meio de conducao, locacao, abastecimento e manutencao das embarcacoes da frota e das instalacoes, bem como o fornecimento de mao de obra para viabilizar as atividades da operacao, pelo prazo de vinte e cinco meses, podendo ser prorrogado, conforme permissivo legal contido no artigo 107 da Lei 14.133/2021.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,27.0,35.0,10.0,41.0,45.0,45.0,899.0,9.0,0.11726961389375479,1
32,"Execução das obras de restauração ou reconstrução com ampliação da capacidade da rodovia PR-317 entre a rua 1º de Maio e o entroncamento da rodovia BR-163 numa extensão de 3,29 km e no acesso ao Cense numa extensão de 0,15 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,118.0,,9.0,41.0,529.0,55.0,974.0,6.0,0.09299633140675823,1
34,"Execução do remanescente das obras de implantação das marginais da
Rodovia PR-466 no Município de Pitanga, numa extensão de 4,22 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,4.0,66.0,66.0,182.0,10.0,-0.024350028807027413,0
35,"Reforma da Cobertura do Barracão da Bovinocultura de Leite, situado na Fazenda Experimental Antônio Carlos dos Santos Pessoa",UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon,,,2.0,23.0,32.0,32.0,,6.0,-0.13827602964680885,0
37,Reforma dos sanitários do Bloco I,UNIOESTE FBELT-Universidade Estadual do Oeste do Paraná - Campus Francisco Beltrão,,,2.0,13.0,13.0,13.0,15.0,7.0,-0.1368617029138794,0
38,Reforma Para Reparos Estruturais no CCS.,UNIOESTE FBELT-Universidade Estadual do Oeste do Paraná - Campus Francisco Beltrão,44.0,24.0,55.0,28.0,29.0,29.0,463.0,9.0,0.011107577914510669,1
39,"Contratação de empresa especializada para execução da conclusão da obra do Centro da Juventude de Paranaguá, sito à Rua Vidal Vanhoni, 347, no município de Paranaguá, Paraná, conforme planilha orçamentária de referência e demais elementos técnicos instrutores.",SECID-Secretaria de Estado das Cidades (Antigo SEDU),,,4.0,3.0,7.0,6.0,,6.0,-0.16433140528362078,0
41,"Contratação Integrada de empresa especializada para elaboração de projetos básico e executivo de arquitetura e complementares e execução da obra em sistema construtivo pré-fabricado e modular para a Unidade Nova Escolar Lauro Sangreman de Oliveira, sito à Rua Projetada, s/n, Distrito Ouro Verde, Zona Rural, fone NRE Wenceslau Braz 43 3513-1100, no Município de Sengés/PR, conforme elementos técnicos instrutores e anexos ao edital.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,4.0,4.0,6.0,6.0,,1.0,-0.15777263638779493,0
42,"Execução das Obras de Restauração com Ampliação de Capacidade em Whitetopping da Rodovia PR-180, no Trecho entre o Acesso Secundário de Goioerê e o Início do Perímetro Urbano de Quarto Centenário, Segmento km 217,02 ao km 228,15, numa Extensão de 11,13 km",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,2.0,4.0,4.0,,5.0,-0.049968195240027935,0
