numprocesso;ano;modalidade;nrlote;caracteristicas;situacao;valor_estimado;valor_ou_desconto_homologado;cpf_cnpj_vencedor;nome_razaosocial_vencedor
55;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE SERVIÇOS, COM FORNECIMENTO DE MATERIAL, DE REFORMA DO BLOCO DIDÁTICO 06 DO CÂMPUS CEDETEG DA UNICENTRO.;Homologado;290981.18;253600.00;06269548000118;Gema Engenharia LTDA
56;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Execução de Serviços Técnicos de Supervisão e Apoio à Fiscalização na Execução do Remanescente da Duplicação e Restauração da Rodovia PR-317 entre Iguaraçu e Maringá, numa extensão de 21,82 km, no âmbito da Superintendência Regional Noroeste do DER/PR. ;Declarado Vencedor;3555548.24;;83256172000158;IGUATEMI CONSULTORIA E SERVICOS DE ENGENHARIA LTDA
57;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;apoio e assessoramento técnico ao DER/PR no planejamento e gerenciamento das açoes de manutençao rodoviária e execução de serviços técnicos especializados para a caracterização funcional e estrutural da malha rodoviária do Estado do Paraná. ;Fase Certame;48881552.64;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;"Rodovias da Área 01 da SR Leste - Lote 01, numa extensão de 118,46 km
";Suspenso;63341215.55;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);2;"Rodovias da Área 02 da SR Leste - Lote 02, numa extensão de 156,53 km
";Suspenso;85568043.70;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);3;"Rodovias da Área 03 da SR Leste - Lote 03, numa extensão de 169,12 km
";Suspenso;83371303.33;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);4;"Rodovias da Área 04 da SR Leste - Lote 04, numa extensão de 169,12 km
";Suspenso;75762426.33;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);5;"Rodovias da Área 05 da SR Leste - Lote 05, numa extensão de 190,64 km
";Suspenso;92601501.08;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);6;"Rodovias da Área 01 da SR Campos Gerais - Lote 06, numa extensão de 178,85 km
";Suspenso;122206931.71;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);7;"Rodovias da Área 02 da SR Campos Gerais - Lote 07, numa extensão de 175,27 km
";Suspenso;90487162.23;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);8;"Rodovias da Área 03 da SR Campos Gerais - Lote 08, numa extensão de 278,03 km
";Suspenso;180012390.58;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);9;"Rodovias da Área 04 da SR Campos Gerais - Lote 09, numa extensão de 217,17 km
";Suspenso;96120706.31;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);10;"Rodovias da Área 05 da SR Campos Gerais - Lote 10, numa extensão de 343,31 km
";Suspenso;132342099.51;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);11;"Rodovias da Área 06 da SR Campos Gerais - Lote 11, numa extensão de 311,88 km
";Suspenso;121611651.22;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);12;"Rodovias da Área 07 da SR Campos Gerais - Lote 12, numa extensão de 182,14 km
";Suspenso;70724604.65;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);13;"Rodovias da Área 01 da SR Norte - Lote 13, numa extensão de 203,39 km
";Suspenso;125897522.03;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);14;"Rodovias da Área 02 da SR Norte - Lote 14, numa extensão de 237,24 km
";Suspenso;143756757.33;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);15;"Rodovias da Área 03 da SR Norte - Lote 15, numa extensão de 145,27 km
";Suspenso;72032175.05;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);16;"Rodovias da Área 04 da SR Norte - Lote 16, numa extensão de 249,23 km
";Suspenso;175702442.55;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);17;"Rodovias da Área 05 da SR Norte - Lote 17, numa extensão de 216,00 km
";Suspenso;147191531.05;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);18;"Rodovias da Área 06 da SR Norte - Lote 18, numa extensão de 250,61 km
";Suspenso;138182031.06;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);19;"Rodovias da Área 07 da SR Norte - Lote 19, numa extensão de 239,19 km
";Suspenso;185335493.27;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);20;"Rodovias da Área 08 da SR Norte - Lote 20, numa extensão de 153,68 km
";Suspenso;100588225.36;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);21;"Rodovias da Área 09 da SR Norte - Lote 21, numa extensão de 161,78 km
";Suspenso;91851472.99;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);22;"Rodovias da Área 10 da SR Norte - Lote 22, numa extensão de 178,03 km
";Suspenso;116044987.49;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);23;"Rodovias da Área 01 da SR Noroeste - Lote 23, numa extensão de 297,72 km
";Suspenso;166547945.17;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);24;"Rodovias da Área 02 da SR Noroeste - Lote 24, numa extensão de 283,07 km
";Suspenso;136943023.33;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);25;"Rodovias da Área 03 da SR Noroeste - Lote 25, numa extensão de 248,34 km
";Suspenso;124047255.26;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);26;"Rodovias da Área 04 da SR Noroeste - Lote 26, numa extensão de 308,06 km
";Suspenso;124666528.57;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);27;"Rodovias da Área 05 da SR Noroeste - Lote 27, numa extensão de 282,85 km
";Suspenso;114152409.29;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);28;"Rodovias da Área 06 da SR Noroeste - Lote 28, numa extensão de 340,63 km
";Suspenso;132668995.26;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);29;"Rodovias da Área 07 da SR Noroeste - Lote 29, numa extensão de 336,00 km
";Suspenso;142736257.10;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);30;"Rodovias da Área 08 da SR Noroeste - Lote 30, numa extensão de 250,92 km
";Suspenso;140161107.12;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);31;"Rodovias da Área 09 da SR Noroeste - Lote 31, numa extensão de 298,10 km
";Suspenso;113669230.73;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);32;"Rodovias da Área 10 da SR Noroeste - Lote 32, numa extensão de 310,12 km
";Suspenso;153832497.22;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);33;"Rodovias da Área 01 da SR Oeste - Lote 33, numa extensão de 335,35 km
";Suspenso;208123465.78;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);34;"Rodovias da Área 02 da SR Oeste - Lote 34, numa extensão de 333,67 km
";Suspenso;208387342.68;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);35;"Rodovias da Área 03 da SR Oeste - Lote 35, numa extensão de 283,21 km
";Suspenso;183629392.38;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);36;"Rodovias da Área 04 da SR Oeste - Lote 36, numa extensão de 272,14 km
";Suspenso;139505708.55;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);37;"Rodovias da Área 05 da SR Oeste - Lote 37, numa extensão de 266,60
";Suspenso;147492028.92;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);38;"Rodovias da Área 06 da SR Oeste - Lote 38, numa extensão de 217,02 km
";Suspenso;123600796.69;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);39;"Rodovias da Área 07 da SR Oeste - Lote 39, numa extensão de 355,23 km
";Suspenso;235570633.90;;;
58;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);40;"Rodovias da Área 08 da SR Oeste - Lote 40, numa extensão de 204,05 km
";Suspenso;137044485.22;;;
59;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE SERVIÇOS, COM FORNECIMENTO DE MATERIAL, DE REFORMA DAS SALAS DA COORDENADORIA DE COMUNICAÇÃO SOCIAL, NO CÂMPUS SANTA CRUZ DA UNICENTRO. ;Fase Certame;137467.09;;;
60;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Contratação de empresa especializada para construção da quadra de areia do Campus Luiz Meneghel de Bandeirantes. ;Fase Certame;373116.93;;;
61;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Lote 1 Comite das Bacias Hidrograficas dos Rios Pirapo, Paranapanema 3 e 4 CBH PIRAPONEMA  Comite das Bacias dos Rios das Cinzas, Itarare, Paranapanema 1 e Paranapanema 2  CBH NORTE PIONEIRO Comite da Bacia do Rio Tibagi;Publicação Em Rascunho;5959055.46;;;
61;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);2;Lote 2 Comite das Bacias do Baixo Ivai e Parana 1  Comitê das Bacias do Rio Piquiri e Paraná 2  Comitê da Bacia do Parana 3  Comitê da Bacia do Alto Ivai;Publicação Em Rascunho;7900553.83;;;
61;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);3;"Lote 3 Comite da Bacia dos Afluentes do Baixo Iguaçu  Comite da Bacia dos Afluentes do Médio Iguaçu  Comitê da Bacia do Rio Jordao  Comite das Bacias do Alto Iguaçu,
Afluentes do Rio Negro e Afluentes do Alto Ribeira COALIAR  Comite da Bacia Litoranea";Publicação Em Rascunho;9214565.87;;;
63;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Contratação de empresa especializada para elaboração de projetos Básico e de Execução de Arquitetura e Complementares, como também a execução da obra de Construção da Escola de Surf, a ser edificada no município de Matinhos, considerando a realização do objeto através do Regime de Contratação Integrada de obras publicas na forma do Decreto Estadual nº 10.086/2022, o qual regulamenta a Lei Federal nº 14.133/2021, conforme elementos técnicos instrutores e anexos ao edital.;Publicado;2543845.19;;;
64;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;serviço de contagem de tráfego para subsidiar os estudos de avaliação de resultados do programa estratégico de infraestrutura e logística de transportes do Paraná ;Fase Certame;;;;
65;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;"Radar Banda-S, conforme termo de referência.
";Publicado;18893643.57;;;
65;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);2;Radar Banda C, conforme termo de referência;Publicado;11738222.33;;;
65;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);3;Radar Banda X, conforme termo de referência.;Publicado;7654984.23;;;
66;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;"Trechos Concessão Lote A - SR Norte  com extensão de 99,780 km.
";Fase Certame;21029220.51;;;
66;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);2;"Trechos Concessão Lote B 01 e Lote B 02 - SR Noroeste com extensão de 351,60 km 							
							
";Fase Certame;64621360.30;;;
66;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);3;"Trechos Concessão Lote C - SR Noroeste com extensão de  137,330 km
";Fase Certame;26155496.75;;;
68;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Unico;Publicado;657596.90;;;
69;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;elaboração de projeto básico, executivo e execução das obras de pavimentação e adequação de capacidade da PR-436 no trecho entre o entroncamento com a BR-153 e o distrito Vila Guay, em Ibaiti, com uma extensão de aproximadamente 10,00 km. ;Publicado;;;;
72;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;AMPLA;Publicado;32244251.82;;;
73;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Contratação de empresa especializada para execução de serviços de reforma e reparos gerais nas instalaçoes do Complexo Poliesportivo do Tarumã, conforme elementos técnicos instrutores e anexos ao edital. ;Publicado;630385.39;;;
74;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Contratação de empresa especializada para execução da obra para Adequaçoes e Reforma dos Blocos T27 - Biotério NB3 e T15 - Casa de Máquinas da Universidade Estadual de Maringá, situado na Avenida Colombo, 5790, no município de Maringá, Paraná, conforme planilha orçamentária de referência constante no Anexo XI do edital;Homologado;83782.35;67000.00;33130781000198;ENERGY SAVE ENGENHARIA LTDA
77;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Contratação de empresa especializada para execução de obra para Reforma do bloco de salas dos pesquisadores no Polo de Pesquisa e Inovação do IDR-Paraná no município de Ponta Grossa, PR, localizado no endereço Avenida Presidente Kennedy, 496, Vendrami, Ponta Grossa, Paraná, conforme planilha orçamentária de referência constante no Anexo XIII;Fase Certame;844926.94;;;
78;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;unico;Publicado;43684359.74;;;
80;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Construção da primeira etapa do Ginásio;Publicado;894867.15;;;
82;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;"Complexo de Pontes de Porto Camargo, área de proteção ambiental localizada no Loteamento Vista Alegre Perímetro Urbano de Porto Camargo Icaraíma, PR.
";Publicado;363782.02;;;
84;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;unico;Publicado;228040.82;;;
86;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;elaboração de projeto básico e executivo e execução das obras de Restauração e Ampliação da Capacidade da Rodovia PR-466, entre os km 80,79 e 132,65, no trecho compreendido entre o entroncamento com a PRC-272 Porto Ubá e o acesso a Subestação Ivaiporã Furnas, com extensão total de 51,86 km. ;Publicado;;;;
89;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Contratação de empresa especializada em obras de engenharia para Construção de Planetário no Parque de Ciências Newton Freire Maia, situado na Estrada da Graciosa, nº 7.400, Jardim Boa Vista, fone Área Metropolitana Norte 41 3251-6500, no Município de Pinhais, Estado do Paraná, conforme Planilha Orçamentária de Referência Anexo XII e demais elementos técnicos instrutores.;Publicado;47317841.25;;;
90;2025;Concorrência Eletrônica (Lei Federal 14.133/2021);1;Elaboração dos Projetos Básico, Executivo e Execução das Obras de pavimentação da PR-462, segmento do km 25,150 ao km 48,799, no estado do Paraná, entre Iretama e Barbosa Ferraz. ;Publicado;;;;
