numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;proporcao_homologado_estimado;flag_sobrepreco;lead_time_dias;ano_abertura;volume_licitacoes_orgao_ano;orgao_norm;municipio_extraido;populacao;idhm;categoria_objeto;score_anomalia;score_if;score_lof;classificacao;flag_anomalia;driver_principal;z_score_driver;tipo_anomalia;driver_contexto;valor_estimado_fmt;valor_homol_fmt;proporcao_fmt;lead_time_fmt
6;2022;Licitação Eletrônica - Estatal;Homologado;O presente certame tem como objetivo a contratação semi integrada de empresa especializada para Elaboração dos Projetos Executivos e Execução das obras dos 6 seis novos trapiches nas comunidades de Amparo Eufrasina  Europinha Ilha do Teixeira  Piacaguera e Vila Maciel, situados na área de influência direta da dragagem de aprofundamento do Porto de Paranaguá PR, incluindo o fornecimento de todo o material, mão de obra, equipamentos e ferramentas necessárias à completa execução dos serviços, bem como a destinação final dos materiais residuais provenientes da obra, conforme escopo, especificação de serviços e demais condições presentes neste Termo de Referência e demais elementos anexados pelo setor requisitante.;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;2275462161.0;1501.0;2022-09-27;2023-01-30;TB_LICITACOES-2022.csv;o presente certame tem como objetivo a contratação semi integrada de empresa especializada para elaboração dos projetos executivos e execução das obras dos 6 seis novos trapiches nas comunidades de amparo eufrasina europinha ilha do teixeira piacaguera e vila maciel, situados na área de influência direta da dragagem de aprofundamento do porto de paranaguá pr, incluindo o fornecimento de todo o material, mão de obra, equipamentos e ferramentas necessárias à completa execução dos serviços, bem como a destinação final dos materiais residuais provenientes da obra, conforme escopo, especificação de serviços e demais condições presentes neste termo de referência e demais elementos anexados pelo setor requisitante.;6.596462141740708e-07;False;125.0;2022;75;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;obras;0.5830640900660986;0.9486372002715067;0.03470442475798658;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 2,275,462,161;R$ 1,501;0.00×;125 dias
134;2021;Concorrência Pública;Deserto;Refeição Para o Restaurante Universitário;UNIOESTE FBELT-Universidade Estadual do Oeste do Paraná - Campus Francisco Beltrão;Menor Preço;71517800.0;;2021-12-16;;TB_LICITACOES-2021.csv;refeição para o restaurante universitário;;False;;2021;2;unioeste fbelt-universidade estadual do oeste do parana - campus francisco beltrao;Francisco Beltrão;102312.0;0.751;educacao;0.5800934621223222;0.9038153791494823;0.09451058658158214;Anomalia Crítica;True;gasto_per_capita_log1p;6.55;Gasto per Capita Atípico;gasto per capita muito alto;R$ 71,517,800;—;—;—
25;2023;Credenciamento;Homologado;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA IMPLANTAÇÃO, FORNECIMENTO E ADMINISTRAÇÃO DE AUXÍLIO ALIMENTAÇÃO PARA OS COLABORADORES DA FUNDAÇÃO ARAUCÁRIA;FA-Fundação Araucária;-;156600000.0;156600000.0;2023-10-27;2023-11-07;TB_LICITACOES-2023.csv;contratação de empresa especializada para implantação, fornecimento e administração de auxílio alimentação para os colaboradores da fundação araucária;1.0;False;11.0;2023;2;fa-fundacao araucaria;Araucária;162247.0;0.704;alimentacao;0.5788228484978921;0.8993748372278014;0.09799486540302839;Anomalia Crítica;True;gasto_per_capita_log1p;6.87;Gasto per Capita Atípico;gasto per capita muito alto;R$ 156,600,000;R$ 156,600,000;1.00×;11 dias
4;2022;Licitação Eletrônica - Estatal;Homologado;Contratação de empresa de Tecnologia da Informação para fornecer, em modalidade de SaaS Software como Serviço, uma Solução Integrada de Gestão Empresarial, doravante denominada simplesmente como Solução, que contemple os requisitos funcionais, não funcionais e tecnológicos para a Gestão Integrada dos Processos de Negócios na Administração dos Portos de Paranaguá e Antonina, doravante denominada simplesmente como Portos do Paraná.;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;7210728035.0;6860000000.0;2022-08-25;2023-01-16;TB_LICITACOES-2022.csv;contratação de empresa de tecnologia da informação para fornecer, em modalidade de saas software como serviço, uma solução integrada de gestão empresarial, doravante denominada simplesmente como solução, que contemple os requisitos funcionais, não funcionais e tecnológicos para a gestão integrada dos processos de negócios na administração dos portos de paranaguá e antonina, doravante denominada simplesmente como portos do paraná.;0.9513602463859948;False;144.0;2022;75;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;veiculos;0.57785303569099;0.9175624747702179;0.06828887707214816;Anomalia Crítica;True;gasto_per_capita_log1p;10.78;Gasto per Capita Atípico;gasto per capita muito alto;R$ 7,210,728,035;R$ 6,860,000,000;0.95×;144 dias
12;2022;Concorrência Pública;Homologado;Restaurante Universitário;UNIOESTE FBELT-Universidade Estadual do Oeste do Paraná - Campus Francisco Beltrão;Menor Preço;115078000.0;115078000.0;2022-03-31;2022-04-06;TB_LICITACOES-2022.csv;restaurante universitário;1.0;False;6.0;2022;5;unioeste fbelt-universidade estadual do oeste do parana - campus francisco beltrao;Francisco Beltrão;102312.0;0.751;educacao;0.575554387994835;0.927887895885116;0.04705412615941378;Anomalia Crítica;True;gasto_per_capita_log1p;7.03;Gasto per Capita Atípico;gasto per capita muito alto;R$ 115,078,000;R$ 115,078,000;1.00×;6 dias
6;2021;Licitação Presencial - Estatal;Homologado;O  presente  procedimento  licitatório  tem  por objeto a contratação  de  empresa especializada para  o  planejamento,  gerenciamento  e  execução  do  Programa  de Recuperação de Áreas de Preservação Permanentes (APPs) Degradadas para a Área de Proteção Ambiental (APA) Federal de Guaraqueçaba -PRAD. A  Contratada  será  responsável  pela  plena  execução  e  gerenciamento  do  PRAD, cumprindo todas as etapas estabelecidas no presente Termo de Referência, no prazo de 3 (três)anos.O  contrato  deverá  ser  executado de  acordocom  as  normas  vigentes  e  demais condições presentes noEdital, Termode Referência e demais elementos anexados pelo setor requisitante.;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;664302110.0;2205.0;2021-05-05;2021-06-07;TB_LICITACOES-2021.csv;o presente procedimento licitatório tem por objeto a contratação de empresa especializada para o planejamento, gerenciamento e execução do programa de recuperação de áreas de preservação permanentes (apps) degradadas para a área de proteção ambiental (apa) federal de guaraqueçaba -prad. a contratada será responsável pela plena execução e gerenciamento do prad, cumprindo todas as etapas estabelecidas no presente termo de referência, no prazo de 3 (três)anos.o contrato deverá ser executado de acordocom as normas vigentes e demais condições presentes noedital, termode referência e demais elementos anexados pelo setor requisitante.;3.319272913343599e-06;False;33.0;2021;73;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;servicos;0.5741352175767037;0.9318616974159025;0.037545497817905414;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 664,302,110;R$ 2,205;0.00×;33 dias
18;2023;Licitação Eletrônica - Estatal;Fracassado;Contratacao de CARTA FIANCA emitida por instituição financeira credenciada junto ao BNDES para atuar como fiador da ADMINISTRACAO DOS PORTOS DE PARANAGUÁ E ANTONINA  APPA, na garantia de obrigacoes financeiras para obtencao de emprestimo junto ao BNDES  Banco Nacional do Desenvolvimento Economico e Social de acordo com as  especificacoes e condicoes presentes no Termo de Referência, anexos e Edital.;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;991000000.0;;2024-01-15;;TB_LICITACOES-2023.csv;contratacao de carta fianca emitida por instituição financeira credenciada junto ao bndes para atuar como fiador da administracao dos portos de paranaguá e antonina appa, na garantia de obrigacoes financeiras para obtencao de emprestimo junto ao bndes banco nacional do desenvolvimento economico e social de acordo com as especificacoes e condicoes presentes no termo de referência, anexos e edital.;;False;;2024;22;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;outros;0.5694597532272816;0.9210693008575324;0.04204543178190542;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 991,000,000;—;—;—
21;2020;Licitação Presencial - Estatal;Homologado;O  presente  procedimento  licitatório  tem  por objeto  a Contratação  de  Empresa especializadana prestação de serviços de execução de programas de monitoramento, controle e prevenção ambientais vinculadosao processo de licenciamento ambiental da  APPApelo prazo de 30 meses, de  acordo  com  as  normas  vigentes  e  demais condições presentes no Termo de Referência, este Edital e demais anexos.;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;2807988591.0;1480754291.0;2021-01-20;2021-04-15;TB_LICITACOES-2020.csv;o presente procedimento licitatório tem por objeto a contratação de empresa especializadana prestação de serviços de execução de programas de monitoramento, controle e prevenção ambientais vinculadosao processo de licenciamento ambiental da appapelo prazo de 30 meses, de acordo com as normas vigentes e demais condições presentes no termo de referência, este edital e demais anexos.;0.5273362918019064;False;85.0;2021;73;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;seguranca;0.5653555803383701;0.9277917283574212;0.021701358309793653;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 2,807,988,591;R$ 1,480,754,291;0.53×;85 dias
10;2023;Licitação Eletrônica - Estatal;Homologado;contratação de empresa-s- de Engenharia na modalidade integrada para elaboração dos projetos básico executivo e realização das obras de recuperação estrutural de 80 metros do cais do Porto de Paranaguá entre os cabeços de amarração 32 e 35;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;1872633475.0;20.0;2023-10-11;2023-11-23;TB_LICITACOES-2023.csv;contratação de empresa-s- de engenharia na modalidade integrada para elaboração dos projetos básico executivo e realização das obras de recuperação estrutural de 80 metros do cais do porto de paranaguá entre os cabeços de amarração 32 e 35;1.0680146578069689e-08;False;43.0;2023;66;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;obras;0.5641119947635015;0.9153834016146745;0.03720488448674195;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 1,872,633,475;R$ 20;0.00×;43 dias
122;2022;Pregão Eletrônico;Homologado;Contratação de empresa especializada para prestação de serviços sob demanda de infraestrutura de cabeamento de rede lógica cabeamento de rede telefônica câmeras de circuito interno de televisão CFTV equipamentos de controle de acesso com fornecimento de materiais e equipamentos de rede de dados, compreendendo instalação remoção, ampliação  remanejamento manutenção preventiva e corretiva testes de funcionalidade durante o prazo de 12 meses em sistema de registro de preços;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;2932090770.0;1150.0;2022-03-09;2022-03-25;TB_LICITACOES-2022.csv;contratação de empresa especializada para prestação de serviços sob demanda de infraestrutura de cabeamento de rede lógica cabeamento de rede telefônica câmeras de circuito interno de televisão cftv equipamentos de controle de acesso com fornecimento de materiais e equipamentos de rede de dados, compreendendo instalação remoção, ampliação remanejamento manutenção preventiva e corretiva testes de funcionalidade durante o prazo de 12 meses em sistema de registro de preços;3.922115958231402e-07;False;16.0;2022;75;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;obras;0.5636823837239239;0.9114802530607785;0.041985579718641995;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 2,932,090,770;R$ 1,150;0.00×;16 dias
1;2020;Pregão Presencial;Homologado;Cessão de  uso Onerosa,  através  de  processo  licitatório  (Maior Oferta(por  lote),  onde  poderão  participar  pessoas  jurídicas,  para  ocupação  e  exploração  dos espaços públicos, no Pátio de Triagem de Caminhões da Administração dos Portos de Paranaguá e Antonina,   com   finalidade   exclusivamente   comercial,   regidos   em   cada   caso,   pelas   Normas Municipais, Estaduais e Federais, Ordem de Serviço N° 46/2018, Termo de Referência e Documento Convocatório, obedecendo as normas pertinentes a cada serviço, disponibilizado aos usuários do Pátio de Manobras;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Preço;1060400.0;3980508.0;2020-02-05;2020-02-19;TB_LICITACOES-2020.csv;cessão de uso onerosa, através de processo licitatório (maior oferta(por lote), onde poderão participar pessoas jurídicas, para ocupação e exploração dos espaços públicos, no pátio de triagem de caminhões da administração dos portos de paranaguá e antonina, com finalidade exclusivamente comercial, regidos em cada caso, pelas normas municipais, estaduais e federais, ordem de serviço n° 46/2018, termo de referência e documento convocatório, obedecendo as normas pertinentes a cada serviço, disponibilizado aos usuários do pátio de manobras;3.753779705771407;True;14.0;2020;89;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;obras;0.563336760534421;0.6705857993013719;0.40246320238399486;Anomalia Crítica;True;sobrepreco_pct;20.0;Sobrepreço;pago 3.8× o estimado;R$ 1,060,400;R$ 3,980,508;3.75×;14 dias
11;2025;Leilão;Homologado;2025LEL001 - CIRCULAÇÃO;DETRAN-Departamento de Trânsito do Estado do Paraná;Maior Lance;71660000.0;362536398.0;2025-09-02;2025-10-15;TB_LICITACOES-2025.csv;2025lel001 - circulação;5.059118029584147;True;43.0;2025;9;detran-departamento de transito do estado do parana;;;;outros;0.5623568083420849;0.6105819511170144;0.4900190941796906;Anomalia Crítica;True;sobrepreco_pct;20.0;Sobrepreço;pago 5.1× o estimado;R$ 71,660,000;R$ 362,536,398;5.06×;43 dias
186;2021;Pregão Eletrônico;Homologado;Contratação, através do Sistema de Registro de Preços, de serviços de Manutenção Civil, nas áreas sob responsabilidade da Administração dos Portos de Paranaguá e Antonina (APPA), conforme especificações, justificativas e demais condições expressas no Edital, Termo de Referência e anexos, pelo prazo de 12 (doze) meses.;APPA-Administração dos Portos de Paranaguá e Antonina;Maior Desconto;938275428.0;8086.0;2021-03-29;2021-05-25;TB_LICITACOES-2021.csv;contratação, através do sistema de registro de preços, de serviços de manutenção civil, nas áreas sob responsabilidade da administração dos portos de paranaguá e antonina (appa), conforme especificações, justificativas e demais condições expressas no edital, termo de referência e anexos, pelo prazo de 12 (doze) meses.;8.617938569739461e-06;False;57.0;2021;73;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;servicos;0.5597582222511047;0.9094261733744972;0.03525629556601592;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 938,275,428;R$ 8,086;0.00×;57 dias
2;2024;Pregão Eletrônico;Homologado;"Contratação de empresa especializada para execução do SPDA do Porto de Paranaguá, a CONTRATADA deverá executar os serviços de acordo com os projetos e memoriais disponíveis, levando em conta as modificações consideradas por esta APPA, conforme justificativas, normas e demais especificações contidas no Termo de referência, anexos e Edital.
";APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;850539221.0;850510221.0;2024-01-25;2024-04-22;TB_LICITACOES-2024.csv;contratação de empresa especializada para execução do spda do porto de paranaguá, a contratada deverá executar os serviços de acordo com os projetos e memoriais disponíveis, levando em conta as modificações consideradas por esta appa, conforme justificativas, normas e demais especificações contidas no termo de referência, anexos e edital.;0.9999659039826924;False;88.0;2024;22;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;veiculos;0.5596917280219456;0.905462110983847;0.04103615357909334;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 850,539,221;R$ 850,510,221;1.00×;88 dias
