numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;diferenca_valor;variacao_percentual;proporcao_homologado_estimado;flag_homologado_acima_estimado;flag_houve_desconto;lead_time_dias;criterio_menor_preco;flag_situacao_certame;flag_informatica
62;2025;Licitação Eletrônica - Estatal;Homologado;Contratação de empresa para o fornecimento de renovação Software Assurance e licenças Microsoft SQL Server Standard, fornecimento licenças Microsoft SQL Server Standard com Software Assurance;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;19893636.0;18466016.0;2025-09-09;2025-09-18;TB_LICITACOES-2025.csv;contratação de empresa para o fornecimento de renovação software assurance e licenças microsoft sql server standard, fornecimento licenças microsoft sql server standard com software assurance;1427620.0;7.176264811520629;0.9282373518847937;False;True;9.0;True;False;True
64;2025;Licitação Eletrônica - Estatal;Homologado;Contratação de empresa especializada para fornecimento de solução de repositório de armazenamento de backup do tipo appliance, contemplando hardware, software, licenciamentos e demais componentes, incluindo serviços de instalação, configuração, ativação, treinamento e suporte especializado, com garantia do fabricante pelo período de 60 meses, conforme descrito no edital e seus anexos - obs. visita técnica obrigatória a ser realizada até o dia 19/09/2025.;CELEPAR-Companhia de Tecnologia da Informação e Comunicação do Paraná;Menor Preço;793954044.0;749000000.0;2025-09-26;2025-10-20;TB_LICITACOES-2025.csv;contratação de empresa especializada para fornecimento de solução de repositório de armazenamento de backup do tipo appliance, contemplando hardware, software, licenciamentos e demais componentes, incluindo serviços de instalação, configuração, ativação, treinamento e suporte especializado, com garantia do fabricante pelo período de 60 meses, conforme descrito no edital e seus anexos - obs. visita técnica obrigatória a ser realizada até o dia 19/09/2025.;44954044.0;5.662046102003355;0.9433795389799664;False;True;24.0;True;False;True
16;2025;Pregão Eletrônico;Cancelado;Contratação de empresa especializada na prestação de serviços de gerenciamento eletrônico do abastecimento da frota de veículos da FERROESTE através de software web e em tempo real com uso de tecnologia de cartões magnéticos individuais micro processados com chip e de rede de estabelecimentos credenciados para fornecimento de Combustíveis dos tipos gasolina comum etanol diesel comum e diesel BS 500 este sendo TTR Transporte Revendedor Retalhista com pedidos mínimos de 3.000 litros;FERROESTE-Estrada de Ferro Paraná Oeste S.A.;Maior Preço;;;2025-02-10;;TB_LICITACOES-2025.csv;contratação de empresa especializada na prestação de serviços de gerenciamento eletrônico do abastecimento da frota de veículos da ferroeste através de software web e em tempo real com uso de tecnologia de cartões magnéticos individuais micro processados com chip e de rede de estabelecimentos credenciados para fornecimento de combustíveis dos tipos gasolina comum etanol diesel comum e diesel bs 500 este sendo ttr transporte revendedor retalhista com pedidos mínimos de 3.000 litros;0.0;0.0;0.0;False;True;0.0;False;False;True
25;2025;Pregão Eletrônico;Fase Certame;Contratação de empresa especializada na prestação de serviços de gerenciamento eletrônico do abastecimento da frota de veículos da FERROSTE, através de software 100 por cento web e em tempo real, com uso de tecnologia de cartões magnéticos individuais micro processados com chip e de rede de estabelecimentos credenciados para fornecimento de Combustíveis dos tipos gasolina comum, etanol, diesel comum e diesel BS 500, este sendo TRR Transporte Revendedor Retalhista com pedidos mínimos de 3.000 litros.;FERROESTE-Estrada de Ferro Paraná Oeste S.A.;Menor Preço;;;2025-03-31;;TB_LICITACOES-2025.csv;contratação de empresa especializada na prestação de serviços de gerenciamento eletrônico do abastecimento da frota de veículos da ferroste, através de software 100 por cento web e em tempo real, com uso de tecnologia de cartões magnéticos individuais micro processados com chip e de rede de estabelecimentos credenciados para fornecimento de combustíveis dos tipos gasolina comum, etanol, diesel comum e diesel bs 500, este sendo trr transporte revendedor retalhista com pedidos mínimos de 3.000 litros.;0.0;0.0;0.0;False;True;0.0;True;True;True
27;2025;Pregão Eletrônico;Fase Certame;Contratação de serviços de locação de software, equipamentos, instalação e manutenção para sistema de cenário virtual, em estúdio de televisão da E-PARANÁ COMUNICAÇÃO.;EPR-Serviço Social Autônomo E-PARANA COMUNICACAO;Menor Preço;;;2025-04-14;;TB_LICITACOES-2025.csv;contratação de serviços de locação de software, equipamentos, instalação e manutenção para sistema de cenário virtual, em estúdio de televisão da e-paraná comunicação.;0.0;0.0;0.0;False;True;0.0;True;True;True
31;2025;Pregão Eletrônico;Homologado;PARA INSERÇÃO DO 3º TERMO ADITIVO AO CONTRATO 299/2022 - HUM e EMPARSEG NO SISTEMA GMS COM VIGENCIA DE 15/01/2025 A 14/01/2026.;UEM-Universidade Estadual de Maringá;Menor Preço;17050956.0;17050956.0;2025-01-14;2025-01-14;TB_LICITACOES-2025.csv;para inserção do 3º termo aditivo ao contrato 299/2022 - hum e emparseg no sistema gms com vigencia de 15/01/2025 a 14/01/2026.;0.0;0.0;1.0;False;False;0.0;True;False;True
40;2025;Pregão Eletrônico;Homologado;PARA INCLUSÃO DO 4º TERMO ADITIVO AO CONTRATO 010/2022-HUM no SISTEMA GMS;UEM-Universidade Estadual de Maringá;Menor Preço;30995736.0;30995736.0;2025-01-07;2025-01-22;TB_LICITACOES-2025.csv;para inclusão do 4º termo aditivo ao contrato 010/2022-hum no sistema gms;0.0;0.0;1.0;False;False;15.0;True;False;True
52;2025;Pregão Eletrônico;Homologado;PARA INCLUSÃO DO 3º TERMO ADITIVO AO CONTRATO 001/2022 - HUM e INOVA AR CONDICIONADO LTDA NO SISTEMA GMS.;UEM-Universidade Estadual de Maringá;Menor Preço;15454944.0;15454948.0;2025-01-26;2025-01-30;TB_LICITACOES-2025.csv;para inclusão do 3º termo aditivo ao contrato 001/2022 - hum e inova ar condicionado ltda no sistema gms.;-4.0;-2.5881685498181034e-05;1.000000258816855;True;False;4.0;True;False;True
59;2025;Pregão Eletrônico;Homologado;LOCAÇÃO DE 02 MÁQUINAS DE HEMODIÁLISE COM SISTEMA DE OSMOSE REVERSA;UEM-Universidade Estadual de Maringá;Menor Preço;11008368.0;11008368.0;2025-07-15;2025-01-03;TB_LICITACOES-2025.csv;locação de 02 máquinas de hemodiálise com sistema de osmose reversa;0.0;0.0;1.0;False;False;0.0;True;False;True
85;2025;Pregão Eletrônico;Homologado;LOCAÇÃO DE IMPRESSORA TÉRMICA, COM UTILIZAÇÃO DE RIBBON DE RESINA, COM SOFTWARE DE GESTÃO E PERSONALIZAÇÃO DE ETIQUETAS, COM FUNCIONALIDADES ESPECÍFICAS PARA CME, COM FORNECIMENTO DE ETIQUETA PARA IDENTIFICAÇÃO E RASTREABILIDADE COM INDICADOR CLASSE I COMPATÍVEIS COM O EQUIPAMENTO LOCADO,;UEM-Universidade Estadual de Maringá;Menor Preço;2903364.0;2903364.0;2025-09-15;2025-06-23;TB_LICITACOES-2025.csv;locação de impressora térmica, com utilização de ribbon de resina, com software de gestão e personalização de etiquetas, com funcionalidades específicas para cme, com fornecimento de etiqueta para identificação e rastreabilidade com indicador classe i compatíveis com o equipamento locado,;0.0;0.0;1.0;False;False;0.0;True;False;True
89;2025;Pregão Eletrônico;Homologado;LOCAÇÃO DE BOMBA DE INFUSÃO PARA INFUSÃO DE SOLUÇÃO PARENTERAL COM FORNECIMENTO DE  EQUIPO EM SISTEMA FECHADO DE INFUSÃO COMPATÍVEIS COM O EQUIPAMENTO LOCADO;UEM-Universidade Estadual de Maringá;Menor Preço;73478967.0;73478967.0;2025-08-26;2025-08-17;TB_LICITACOES-2025.csv;locação de bomba de infusão para infusão de solução parenteral com fornecimento de equipo em sistema fechado de infusão compatíveis com o equipamento locado;0.0;0.0;1.0;False;False;0.0;True;False;True
7;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada na prestação de serviço de Instalação de Sistema Construtivo de Gesso Acartonado DRYWALL e serviços correlatos, com o fornecimento de materiais, sob demanda, para atendimento das demandas institucionais, em conformidade com a gestão estratégica da Unioeste Campus Cascavel, na cidade de Cascavel-Paraná;UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Menor Preço;61412600.0;58946000.0;2025-02-26;2025-04-23;TB_LICITACOES-2025.csv;contratação de empresa especializada na prestação de serviço de instalação de sistema construtivo de gesso acartonado drywall e serviços correlatos, com o fornecimento de materiais, sob demanda, para atendimento das demandas institucionais, em conformidade com a gestão estratégica da unioeste campus cascavel, na cidade de cascavel-paraná;2466600.0;4.016439623139226;0.9598356037686078;False;True;56.0;True;False;True
20;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Aquisição de materiais de informática;UEM-Universidade Estadual de Maringá;Menor Preço;9790816.0;6156178.0;2025-01-31;2025-04-10;TB_LICITACOES-2025.csv;aquisição de materiais de informática;3634638.0;37.12293234802901;0.6287706765197099;False;True;69.0;True;False;True
28;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Registro de Preço para futura e eventual aquisiçao de Sistema de controle fecal, Kit de Sistema para tratamento de incontinencia urinaria  Retropubica e Transobturadoras, Bolsas e placas de colostomia e Dispositivos de incontinencia urinaria para atender a demanda do Hospital Universitario do Oeste do Paraná, HUOP.;UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Menor Preço;17173330.0;8775900.0;2025-02-05;2025-02-21;TB_LICITACOES-2025.csv;registro de preço para futura e eventual aquisiçao de sistema de controle fecal, kit de sistema para tratamento de incontinencia urinaria retropubica e transobturadoras, bolsas e placas de colostomia e dispositivos de incontinencia urinaria para atender a demanda do hospital universitario do oeste do paraná, huop.;8397430.0;48.89808790723756;0.5110191209276244;False;True;16.0;True;False;True
30;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Declarado Vencedor;"Prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares ativos
aposentados seus dependentes bem como os pensionistas do Estado do Paraná e os devidamente
inscritos como beneficiários nos Termos de Cooperação Técnico-Financeira celebrados entre a Secretaria de Estado da Administração e da Previdência SEAP e outros órgãos públicos dos demais poderes residentes nos municípios da Macrorregião de FOZ DO IGUAÇU";DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Menor Preço;917769600.0;;2025-03-24;;TB_LICITACOES-2025.csv;prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares ativos aposentados seus dependentes bem como os pensionistas do estado do paraná e os devidamente inscritos como beneficiários nos termos de cooperação técnico-financeira celebrados entre a secretaria de estado da administração e da previdência seap e outros órgãos públicos dos demais poderes residentes nos municípios da macrorregião de foz do iguaçu;0.0;0.0;0.0;False;True;0.0;True;False;True
32;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Selecionar a proposta apta a gerar o resultado mais vantajoso para locação de equipamentos de análise de morfologia celular para atender a demanda do complexo hospitalar da UEPG.;UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais;Menor Preço;35208000.0;33240000.0;2025-03-21;2025-03-28;TB_LICITACOES-2025.csv;selecionar a proposta apta a gerar o resultado mais vantajoso para locação de equipamentos de análise de morfologia celular para atender a demanda do complexo hospitalar da uepg.;1968000.0;5.589638718473075;0.9441036128152692;False;True;7.0;True;False;True
58;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fracassado;"Prestação de serviço comum de engenharia, continuados, sem regime de dedicação exclusiva,
de mão de obra para o tratamento químico de água das torres de refrigeração do sistema de arcondicionado e caixa de água, e cisterna externa do sistema do hidrante com fornecimento de
produtos químicos, mão de obra e análise dos parâmetros físico-químicos de água";DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Menor Preço;2516640.0;;2025-03-07;;TB_LICITACOES-2025.csv;prestação de serviço comum de engenharia, continuados, sem regime de dedicação exclusiva, de mão de obra para o tratamento químico de água das torres de refrigeração do sistema de arcondicionado e caixa de água, e cisterna externa do sistema do hidrante com fornecimento de produtos químicos, mão de obra e análise dos parâmetros físico-químicos de água;0.0;0.0;0.0;False;True;0.0;True;False;True
